csv,label,k,schedule,proof_bytes,prove_s,verify_ms,prove_elems_per_s,delta_size_pct_vs_paper,delta_prove_pct_vs_paper,delta_verify_pct_vs_paper,delta_throughput_pct_vs_paper
csv,2power16,16,[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2],2954544,0.785735,17.247,83407.286623,0.00,0.00,0.00,0.00
csv,2power16,17,[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2],3356960,1.578163,19.151,83053.511733,0.00,0.00,0.00,0.00
csv,2power16,18,[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4],3557408,3.184383,20.463,82321.760186,0.00,0.00,0.00,0.00
csv,2power16,19,[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8],3780128,6.445852,22.562,81337.275093,0.00,0.00,0.00,0.00
csv,2power16,20,[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16],4047392,13.080968,23.608,80160.426962,0.00,0.00,0.00,0.00
csv,2power16,21,[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,32],4570784,26.544667,26.061,79004.643898,0.00,0.00,0.00,0.00
csv,2power16,22,[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,64],5105312,53.996030,28.567,77678.007488,0.00,0.00,0.00,0.00
csv,2power16,23,[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,128],5996192,114.097979,32.292,73521.091715,0.00,0.00,0.00,0.00
csv,2power16,24,[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,256],7588640,236.361784,36.036,70981.085654,0.00,0.00,0.00,0.00
csv,2power16,25,[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,512],7933856,535.466983,39.343,62663.867358,0.00,0.00,0.00,0.00
