csv,label,k,schedule,proof_bytes,prove_s,verify_ms,prove_elems_per_s,delta_size_pct_vs_paper,delta_prove_pct_vs_paper,delta_verify_pct_vs_paper,delta_throughput_pct_vs_paper
csv,paper,25,[16,16,8,16384],2364576,253.594889,5.615,132315.095476,0.00,0.00,0.00,0.00
csv,mod16,16,[16,16,16,16],882336,0.409382,2.495,160085.022109,-2.96,-1.19,2.93,1.21
csv,mod16,17,[16,16,16,16,2],1190144,0.806609,3.224,162497.474707,-1.22,-0.84,2.19,0.84
csv,mod16,18,[16,16,16,16,4],1197824,1.635104,3.275,160322.519807,-18.93,0.53,-12.98,-0.53
csv,mod16,19,[16,16,16,16,8],1213184,3.241583,3.309,161738.278496,-38.27,-0.52,-30.37,0.52
csv,mod16,20,[16,16,16,16,16],1243904,6.544176,3.377,160230.416601,-36.70,0.25,-29.07,-0.25
csv,mod16,21,[16,16,16,16,32],1593344,13.194500,4.169,158941.381606,-26.40,0.56,-20.19,-0.55
csv,mod16,22,[16,16,16,16,64],1716224,26.439234,4.437,158639.389496,-20.72,-0.08,-15.52,0.08
csv,mod16,23,[16,16,16,16,128],1961984,53.455101,4.936,156928.109708,-9.37,-0.38,-6.03,0.38
csv,mod16,24,[16,16,16,16,256],2449664,110.082538,5.973,152405.789098,11.77,-0.25,12.76,0.25
csv,mod16,25,[16,16,16,16,512],2737664,255.362884,7.715,131399.017294,15.78,0.70,37.40,-0.69
csv,uni32x3,15,[32,32,32],1004608,0.200992,2.504,163031.398500,18.50,-4.71,0.99,4.95
csv,uni32x3,16,[32,32,32,2],1381536,0.403727,3.664,162327.530281,51.95,-2.56,51.15,2.62
csv,uni32x3,17,[32,32,32,4],1446816,0.801251,3.534,163584.152749,20.08,-1.49,12.01,1.52
csv,uni32x3,18,[32,32,32,8],1462176,1.569955,3.614,166975.504320,-1.04,-3.47,-3.97,3.60
csv,uni32x3,19,[32,32,32,16],1492896,3.177647,3.675,164992.515672,-24.03,-2.48,-22.65,2.55
csv,uni32x3,20,[32,32,32,32],1554336,6.334586,3.816,165531.885678,-20.91,-2.96,-19.85,3.05
csv,uni32x3,21,[32,32,32,64],2091936,12.664194,4.980,165596.955665,-3.37,-3.48,-4.67,3.61
csv,uni32x3,22,[32,32,32,128],2337696,25.589266,5.480,163908.723477,7.98,-3.29,4.35,3.40
csv,uni32x3,23,[32,32,32,256],2825376,51.617401,6.485,162515.117722,30.51,-3.81,23.44,3.96
csv,uni32x3,24,[32,32,32,512],2825376,106.453198,6.531,157601.803689,28.91,-3.54,23.30,3.66
csv,uni32x3,25,[32,32,32,1024],2882976,248.783796,7.392,134873.864421,21.92,-1.90,31.64,1.93
csv,uni64x2x8,15,[64,64,8],1526848,0.197036,3.499,166304.915749,80.10,-6.59,41.08,7.05
csv,uni64x2x8,16,[64,64,8,2],1573536,0.385253,3.649,170111.405320,73.07,-7.02,50.53,7.54
csv,uni64x2x8,17,[64,64,8,4],1638816,0.775053,3.988,169113.687090,36.01,-4.72,26.40,4.95
csv,uni64x2x8,18,[64,64,8,8],1654176,1.538451,3.974,170394.725670,11.96,-5.41,5.60,5.72
csv,uni64x2x8,19,[64,64,8,16],2195616,3.090546,5.148,169642.532270,11.72,-5.16,8.34,5.44
csv,uni64x2x8,20,[64,64,8,32],2257056,6.205232,5.194,168982.560696,14.85,-4.94,9.07,5.20
csv,uni64x2x8,21,[64,64,8,64],2437536,12.439722,5.662,168585.112248,12.59,-5.19,8.39,5.48
csv,uni64x2x8,22,[64,64,8,128],2710176,25.121309,6.604,166961.999989,25.19,-5.06,25.75,5.33
csv,uni64x2x8,23,[64,64,8,256],3197856,50.925061,7.277,164724.555446,47.71,-5.10,38.52,5.37
csv,uni64x2x8,24,[64,64,8,512],3197856,105.439907,7.277,159116.377129,45.90,-4.45,37.39,4.66
csv,uni64x2x8,25,[64,64,8,1024],3766176,240.325021,9.269,139621.051209,59.27,-5.23,65.09,5.52
csv,hi128_32_8,15,[128,32,8],2018368,0.190035,4.651,172431.167376,138.08,-9.91,87.57,11.00
csv,hi128_32_8,16,[128,32,8,2],2065056,0.391282,4.694,167490.275956,127.12,-5.56,93.64,5.89
csv,hi128_32_8,17,[128,32,8,4],2130336,0.755394,4.927,173514.806020,76.81,-7.13,56.19,7.68
csv,hi128_32_8,18,[128,32,8,8],2264736,1.522357,5.230,172196.149978,53.28,-6.40,38.97,6.83
csv,hi128_32_8,19,[128,32,8,16],2322336,3.166135,5.395,165592.442411,18.17,-2.84,13.54,2.92
csv,hi128_32_8,20,[128,32,8,32],2383776,6.152894,5.496,170419.971692,21.30,-5.74,15.42,6.09
csv,hi128_32_8,21,[128,32,8,64],2564256,12.360207,5.895,169669.646360,18.45,-5.80,12.85,6.16
csv,hi128_32_8,22,[128,32,8,128],3324576,25.293133,7.474,165827.778173,53.57,-4.41,42.32,4.61
csv,hi128_32_8,23,[128,32,8,256],3931296,50.338982,8.738,166642.385451,81.59,-6.19,66.34,6.60
csv,hi128_32_8,24,[128,32,8,512],3931296,103.933364,8.754,161422.812596,79.37,-5.82,65.26,6.18
csv,hi128_32_8,25,[128,32,8,1024],4015776,235.950503,8.903,142209.622869,69.83,-6.96,58.56,7.48
